index,name,description,content,URL
524,사회적기업활성화 청년인력지원 프로젝트,"청년취업지원을 위해 필요한 교육비, 최소한의 활동비를 지원, 청년들이 희망하고 하고 싶은 직업 선택의 기회 제공","- B28월 200만원 2년지원, 2년 근무 후 3개월 이내 지역내 정규직 취직시 인센티브 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
526,대학일자리센터 사업,다양한 정부지원 청년고용정책에 대한 청년들의 정책접근성이 제고될 수 있도록 안내 및 지원하여 청년 고용 정책 참여 활성화,"(취업지원 인프라 구축) 센터내에 대학청년고용센터 사무실 설치 및 기본 인프라를 구축하고,교수,교직원,컨설턴트의 역량강화 실시-(진로지도 강화) 저학년부터 체계적인 진로지도 서비스 제공 확대/전공,적성을 고려한 진로 설정/진로지도 관련 교과목 운영/대학생 진로지도 프로그램 다양화/교수 및 직원 대상 자체 역량강화 프로그램 운영-(취업지원 서비스 강화) 진로탐색-진로설정-역량개발-취업지원으로 연계되는 맞춤형 서비스 제공,정부 청년지원사업 및 훈련 등 청년고용정책 서비스 제공-(지역청년 거버넌스) 지역 내 유관기관과의 주기적 협의체 운영 및 청년층 대상 고용서비스 전달체계로서의 기능 수행",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
527,민간기업 통합 정기채용지원,"구인업체를 파악하여 연 2회(상하반기용) 가이드북을 제작·홍보하여 다양한 일자리와 기업정보를 제공하여 기업에게는 원하는 인재를 채용할 수 있고, 구직자에게는 양질의 일자리제공으로 일자리 미스매칭 해소","도내 기업의 기업정보 및 채용정보를 일목요연하게 정리하여 구직자들이 30일 동안 기업정보를 집중적으로 알 수 있도록 해주고, 구직자와 기업체를 매칭(분기별 1회 시행)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
528,지역주도형 청년일자리사업,청년이 일자리를 통해 지역문제 해결과 지역발전의 주체로 활동할 수 있도록 적합한 지역 내 일자리 발굴·제공,채용단체 1인당 인건비 80~90프로 지원(12~24개월까지),https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
530,대학발전 육성사업,"학령인구 감소, 대학 기본역량 진단(2021년) 대비 지역대학 경쟁력 강화 및 지역인재 육성 지원","신입생 유치강화, 대학기본역량강화, 지역민 평생교육, 지역인재양성 기반 구축",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
531,지역특화청년무역전문가양성,지역 중소 수출업체의 무역업 지원 및 수출 경쟁력 제고를 위하여 무역이론과 현장실무를 겸비한 무역 전문 인력 양성,"- 광주대 3~4학년 40명 대상으로 무역실무, 어학 등 전문교육(정규학점 인정)- 산학협력업체(30여 개 사)의 국내외 전시박람회 참가 등 실무 체험",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
532,사회적경제조직 청년일자리 지원사업,직접 일자리 제공 및 인건비 지원 등을 통해 청년의 지역 유입 및 정착 활성화에 기여,"인건비, 교통비, 4대보험료 등 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
533,노량진 청년일자리센터 운영,취업을 준비하는 청년들을 위한 복합공간으로 취업준비부터 취업성공까지 다양한 프로그램 및 서비스를 One stop  -in-one Package로 지원합니다.,"취업상담, 취업역량교육, 열린공간 운영, 이력서, 자소서 클리닉, 실전 모의면접, 면접장 대여",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
534,경남 수출농업단지 및 수출전문업체 청년일자리 지원,"도 지정 수출농업단지 및 수출전문업체에 안전성관리, 수출사무 등을 수행할 청년일자리 창출을 통해 경남 신선농산물 및 농산물가공품의 수출활성화 도모","인건비(2,000천원/인/월)기타지원금(100천원/인/월)인센티브(2,500천원/인/분기)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
535,취업보장형 고교·전문대 통합교육 육성사업,"고교, 전문대, 기업이 연계된 통합교육과정 운영을 통해 학교와 기업을 오가며 이론적 지식과 실무능력을 갖춘 현장 실무형 인재 양성",NCS(국가직무능력표준) 기반의 이론교육과 기업의 현장교육 훈련,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
536,청년 취업박람회,관내 미취업 청년에게 노동시장 진입 촉진과 지역정착 기반 마련의 기회 제공 하고자 기업과 청년의 만남의 장 마련,취업박람회 개최,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
537,맞춤일자리 동행면접,"동해시 관내 구직 희망자와 동행하여 우수 구인기업을 탐방하고, 면접과 채용까지 원스톱으로 이루어지도록 지원하는 맞춤형 취업지원 프로그램","면접 전 참여구직자에게 이력서 및 면접컨설팅 실시, 참여 구직자와 기업체 탐방 및 면접 동행, 구직활동비 1인당 3만원 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
538,지역산업맞춤형 일자리 창출 지원사업,"지역의 다양한 인적,물적 자원을 활용한 지역특성에 맞는 일자리사업을 발굴하여 전문 인력 양성","영상촬영 드론전문가, 자율주행AI융합드론제어 전문가 등 교육 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
539,(경북) 콘텐츠코리아랩 운영,"콘텐츠 창작자들을 위하여 아이디어 도출 및 융합, 개발과 창작, 예비창업 등 창작자들을 위한 다양한 프로그램과 시설 및 장비 지원","- 창작자를 위한 강연 및 교육, 멘토링 프로그램 운영
- 창작 활동을 위한 작업공간 제공
- 3D 프린터, 영상제작 및 편집 시스템, 스튜디오 등 장비와 시설 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
540,지역주도형 청년 일자리사업,지역사회에 필요한 다양한 서비스를 청년의 일자리로 기획하여 제공함으로써 지역사회 문제 해결,일 경험제공 및 직업역량 배양 및 구직활동 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
541,청년 취창업 인큐베이팅 지원사업,사회적경제기업 등 연계 청년 1인당 최저 인건비와 4대 보험료 지원,- 청년 최저인건비 및 4대보험료(최대6개월) 지원- 취창업 역량강화교육,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
542,청년 역량강화 교육 및 워크숍,역량강화 교육 : 지역 내 청년활동가의 역량강화 교육(청년정책 동향 및 소통 교육 등)역량강화 워크숍 : 청년정책협의체 운영활성화를 위한 역량강화워크숍(2회),역량강화 교육 : 8주 과정역량강화 워크숍 : 2회,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
543,청년직무박람회 개최,청년직무박람회를 개최하여 구직자와 기업담당자간 직무컨설팅을 통해 직무에 대한 이해를 높여 적합한 진로설정 기회 제공,구직자와 기업담당자간 이해도 제고를 위한 직무 컨설팅 제공,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
544,사회적경제기업 청년도제 육성,지역의 역량있는 청년들의 사회적경제 진입을 유도하고 전문인력으로 육성하여 우리 도 사회적경제의 지속가능성 및 자생력 강화 도모,1. 지원인력 1명당 월 임금 최대 200만원(세전) 지원2. 기본교육 및 심화교육 경비 1인당 연간 240만원 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
545,청년자립도전 사업단 운영,저소득 청년대상 맞춤형 자립지원,"진로탐색, 자격취득, 인턴십 등 취창업 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
546,용인청년 희망옷장 사업,구직활동에 어려움을 겪고 있는 청년층에게 면접 정장 무료대여 서비스를 제공함으로써 시간 및 경제적 부담 완화를 통해 성공적인 취업 지원,"면접정장 대여- (남자) 재킷, 바지, 셔츠, 구두, 벨트, 넥타이- (여자) 재킷, 스커트, 블라우스, 구두",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
547,원미청정구역 운영,4차 산업혁명 기술체험 및 취/창업 지원 프로그램을 운영하여 청년이 진로를 개척하도록 지원,"청년 취업지원 멘토링, 디지털 역량강화, 청년 활동공간, 청년 커뮤니티 활성화",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
548,경남청년장인프로젝트 사업,10인 미만의 제조업 기업에 청년채용 인건비 지원,청년채용기업에 인건비 지원(월 180만원),https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
549,창원청년 조선업 인력양성 및 취업 지원,"창원지역 고용위기 확산에 대응하고자 방위,항공 및 수소산업 등 창원시 전략산업 분야 기업의 신규 인력채용을 지원하여 지역경제활성화 및 청년 일자리창출에 기여","인건비 1인 200만원(기업부담 10퍼센트), 청년교통복지수당 1인 월10만원, 주거정착금 1인 월 30만원(타지역에서 관내 전입시)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
550,경주시 취업박람회,"구직자의 취업기회 확대 및 지역 고용시장의 인력, 정보 등 미스매치 완화","산학관 연계행사로 입사서류클리닉, 직업심리검사, 진로상담 및 청년층 공공기관 채용 정보 상담, 취업상담 등의 체험부스 운영, 면접 실시",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
551,나는 목수다,청년에게 적합한 지역일자리를 발굴하고 제공하여 자산형성이 가능한 수준의 소득을 창출하는 지속가능한 경제활동 지원,옻칠 목공예품 생산 및 판매,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
552,청년 미니채용박람회,졸업예정자 취업지원으로 인력난 해소 및 청년층 일자리 창출기회 제공,"채용, 면접, 취업컨설팅 등의 취업지원서비스 제공",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
553,청년 음악창작 활성화 음악창작소 운영,지역의 청년 음악창작을 활성화하고 음악 창의 인력 양성을 통한 청년의 꿈과 가치 실현,"1. 인프라(공연장 등) 지원2. 청년예술가 음악창작, 제작 지원프로그램 운영",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
554,청년기획자 양성프로그램 운영,청년층의 직접적인 참여를 통해 청년정책 및 사업추진 활성화,- 1단계: 청년 기획자 양성 특강(관내 시민 대상) - 2단계: 청년 기획자 양성 아카데미(관내 18세~49세 청년 30명 대상) - 3단계: 기획 프로젝트 발굴 및 지원(청년 기획자 양성 아카데미 수료자 대상),https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
555,부산시 지식기반서비스기업 청년인재 지원 사업계획 (지역주도형 청년일자리),"지역내 지식기반서비스기업 청년인재 채용연계 및 인건비, 직무교육비, 네트워킹 등 지원","지식기반서비스 기업 채용연계, 인건비, 교육비, 네트워킹 등 지원 (지원기간_2년 종료 후, 3개월 내 정규직 전환 및 유지, 창업 시 인센티브 지급)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
556,청년 창업농 영농정착 지원사업,청년 농업인에게 영농 초기 생활안정 자금을 지급하여 영농 집중도를 높이고 조기 영농정착을 지원하여 젊고 유능한 인재의 농업 분야 진출 촉진,영농정착자금 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
557,김해시 사회적공동체 지원센터 운영,"사회적경제 활동가 양성, 청년 지역사회 참여 확대 및 사회적경제 기업 육성을 통해 일자리 창출하는 사회적경제 컨트롤 타워 역할수행","사회적경제 프로그램 개발, 컨설팅 지원 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
558,경남 중소기업 청년 활력화 사업,중소기업-청년간 일자리 미스매치를 해소하고 청년의 지역정착 유도 및 지역활력제고,200만원 기준의 월 인건비에서 90퍼센트 지원 (기업체 10퍼센트 자부담) 근로자-기타교육 지원등,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
559,청춘야학당 교육프로그램 운영,사회초년생 청년들에게 다양한 경험 및 시야를 넓혀 줄 수 있는 역량개발 프로그램 제공,교육프로그램 운영,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
560,NEW취업박람회개최,"구인, 구직 참여업체를 대상으로 박람회 부스를 이용한 미취업자 채용유도",구인 참여 업체 컨설팅비용 및 부스를 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
561,청년 드림(Dream)마당 운영 지원사업,청년 귀어귀촌 상호교류 및 조기 정착실현을 위한 플랫폼 구축,청년 드림마당 운영지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
562,청년예술인 예술활동 무대마련,청년예술인 공연 및 전시사업 지원,시각분야 무대활동지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
563,밀양형 내일채움공제,"근로자 자산 형성을 직접 지원함으로써 장기근속을 유도하고, 중소기업에 안정적인 인력 수급을 유도하는 정책","고용노동부 청년내일채움공제 충족 후, 추가1년 근무자에 한해 800만원 지급",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
564,청년과 문화 상생 프로젝트,문화관련 기업과 청년구직자를 매칭하여 인건비를 지원함으로써 기업과 청년의 지역 정착 유도,취업지원서비스,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
565,충남형 일자리 소통공간 운영,"찾아가는 일자리버스, 충남 취창업카페 운영을 통한 도내 일자리 사각지대 해소, 현장 밀착형 취업서비스 제공",간접지원(1:1 맞춤형 구인구직 상담 및 고용정책 정보 제공),https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
566,자동차 부품산업 맞춤인재 육성프로젝트 지원,"청년 인건비를 지원하여 청년 고용 활성화 도모, 청년 인재의 정착 및 성장 지원",1명당 월 200만원 한도 이내 인건비 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
567,물재생분야 청년일자리 박람회,물재생분야 관련 업체와 협업으로 청년일자리 박람회를 개최하여 청년 구직층에게 필요한 맞춤형 상담 및 정보 제공으로 청년취업 준비자들이 실제 도움되는 행사 기획,사업의 주요내용업체 전문분야별(건설사·엔지니어링·공공기관 등) 맞춤형 취업정보 제공다양한 취업지원 프로그램 운영으로 청년 구직층 만족도 제고현장체험을 통한 하수도의 관심 및 물재생의 소중함과 이해를 높임,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
568,봉화군 중소기업 청년인턴 지원사업,관내 중소기업에 청년인턴의 채용을 지원하여 기업의 구인난을 완화하여 기업 성장 발전의 기틀을 마련하고 청년인턴의 관내 기업 유인으로 청년의 지역 정착유도 및 일자리창출 도모,"- 인건비 등 : 월 200만원* 12개월 1인당 총 24,000천원 지원(인건비 월 최대 180만원, 정착지원금 월 최대 20만원)- 교육(컨설팅) 지원 17,500천원* 1식",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
569,거제형 청년일자리 창출모델 사업,조선업 신규인력 문제 해결 및 우수기능인력 양성을 위한 거제형 청년일자리 창출모델 지원 사업,"훈련기관 입소생에게 고용노동부 훈련수당(40만원)과 매칭하여 훈련장려금(60만원_인당, 매월) 추가지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
570,"취업보장형 고교, 전문대 통합교육","고교, 대학, 기업체 합동 교육프로그램으로 전문인력 양성","월 40만원 훈련비 지급, 대학 등록금(Off-JT훈련비)지원, 연수비 및 실습재료비 등 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
571,청년아카데미 운영,"청년들에게 재능을 찾을 수 있는 기회를 제공하고, 스스로 삶의 가치관을 정립 할 수 있는 기회 제공","인문학, 취업 특강 등을 통한 자기계발 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
572,AI 학습데이터 큐레이터 양성교육,AI 학습데이터 큐레이터 교육,코로나19 이후 일자리 감소에 적극 대응하고 청년층의 일자리 창출 지원을 위한 데이터 큐레이터 교육,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
573,산학일체형 도제학교 지원,산학일체형 도제학교 교육과정 운영,학교시설기자재비 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
574,B-소셜 청년 JOB 드림사업,소셜벤처에 취·창업을 희망하는 청년들에게 소셜벤처를 체감할 수 있는 일자리를 제공하여 사회적경제 인력 양성과 활성화에 기여,"인건비, 직무교육비 등 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
575,구로 청년공간 청년이룸 운영,"미래를 준비하는 청년을 위한 취업 역량 강화, 일상에 지친 청년의 새로운 활력을 위한 일상 문화 지원, 함께 성장하는 청년 커뮤니티 지원 등 청년을 위한 다양한 프로그램을 제공합니다.","청년 취업역량강화 사업, G밸리 맞춤형 IT교육장 운영, 청년 지원 및 커뮤니티 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
576,벼락 맞은 면접정장 대여사업,구직 청년에게 무료로 면접정장 대여,면접용 정장 대여비 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
577,취업지원 프로그램,"공공기관 대비 NCS 취업전략, 이력서 및 자기소개서 클리닉, 면접 클래스, 전문가 멘토링 등 취업지원 프로그램을 제공하므로써 청년층의 취업역량 및 직무역량 강화","공공기관 대비 NCS 취업전략, 취업서류 작성법, 실전 면접 특강, 경이로운 직무특강(반도체 장비산업 RnD, 영업 및 마케팅, IT, 금융, 인사), 취.라.밸 직장적응 프로그램, 온라인 ‘취업서류’ 개별 클리닉, 온라인 ‘화상면접’ 개별 클리닉, 「청년옷장」 면접정장 대여, 「청춘사진관」 이력서사진 무료 촬영",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
578,청년 디지털 교육공간 조성,미래산업 대비 디지털 혁신 역량을 강화할 수 있는 청년 디지털교육 공간 마련(2023년 내일꿈제작소 4차산업 교육 연계사업),미래산업 분야 교육프로그램 제공을 위한 디지털 교육공간 조성,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
579,화장품 창업교육 및 청년인턴 지원,청년에게 적합한 지역일자리를 발굴하고 제공하여 자산형성이 가능한 수준의 소득을 창출하는 지속가능한 경제활동 지원,화장품 품질관리 및 생산,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
580,청년아지트 나와유 2호점 추가구축,아산청년들의 사회진입과정을 지원하고 지역사회와 각 분야의 다양한 지원연계를 통해 아산형 청년안전망을 구축,"청년 취창업, 청년프로그램, 청년커뮤니티, 청년공간 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
582,학교 4-H 과제활동 지원,"초, 중, 고, 대학교 4-H학생들의 과제활동 지원","학교 4-H(지, 덕, 노, 체) 학생들의 과제활동 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
583,기차카페 운영을 통한 청년자활지원사업,기차카페 운영을 통한 저소득층 청년에게 자활을 위한 근로의 기회를 제공하여 자활기반을 조성,기차카페에서의 근로 기회 제공 및 인건비 지원 등,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
584,대학일자리센터 운영,"대학 내 취업, 창업 지원 기능 강화로 청년에게 원스톱 고용서비스 제공",대학내 취업지원 인프라 구축진로지도 강화서비스대상 확대지역 유관기관 협력,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
585,대학생 해외연수 지원,대학생들의 해외연수 기회를 제공하여 글로벌 마인드 함양,"해외연수 비용 지원 *아시아,오세아니아 : 100만원 *유럽, 아메리카 : 200만원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
586,맞춤형 일자리 지원,"시민들에게 양질의 일자리를 제공하여, 안정된 생활을 지원하고 기업체와 구직자간의 미스매치를 해소하여, 지역경제 활성화에 기여",각종 구인·구직 프로그램을 통하여 일자리 연계,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
587,청년친화기업 조성 사업,청년층이 일하기 더 좋은 기업환경 조성 확대 및 청년고용안정 생태계 구축,시흥청년해피기업 인증-청년복지포인트 지원 등,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
588,이주배경(다문화)청년 기술력 향상 및 전문가 양성,상대적으로 취업의 기회가 취약한 이주배경 청년을 대상으로 다양한 분야의 지식습득 및 기술 함양을 통해 자신의 삶을 주체적으로 살아갈 수 있도록 기술력 향상 및 전문직업인으로서의 삶의 질 향상,"진로지원 : 진로수업, 직업탐색자격취득지원 : 바리스타반 등 2종, 맞춤형 학원비지원(운전면허 등)자립역량강화 : 북카페 운영, 협동조합연합사업, 자립멘토링 운영",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
590,지역특화 청년무역전문가 양성,대학 교육의 무역이론을 현장 중심 실무와 접목시켜 기업의 요구에 부응하는 무역전문 인력으로 양성 및 해외마케팅 지원을 통한 FTA 시대에 맞는 무역인프라 구축,사업참여 대학생의 수출기업 마케팅 활동 실습 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
591,대학소통의 날 운영,대학과의 협력적 거버넌스 구축을 통해 대학의 경험 및 우수정책 공유와 소통강화 등 상호협력을 위한 소통의 날 운영,대학도시정책협의회 및 소통의 날(닭갈비-Day) 운영,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
592,청년 MICE TECH 전문인력 양성,"비대면 디지털 기술변화에 따른 MICE 전문분야에서의 청년이 변화하는 고용 환경에 적응할 수 있도록 교육 및 훈련, 일 경험 제공","청년 채용 기업에 인건비, 직무교육비 등 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
593,2021년 로컬크리에이터 지원사업,"지역의 청년들에게 로컬크리에이터에 대한 인식을 제고하고, 로컬크리에이터로 활동하는 기업의 기반 마련을 위한 인건비의 상당 부분을 지원하여 일 경험을 통한 직접 취업연계 지원","인건비, 직무교육비 등 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
594,대학생 아르바이트 운영,방학기간 중 대학생들에게 다양한 사회경험 기회제공 및 시정에 대한 참여와 이해 제고,"활동 보상금 지급(시간당10,150원) 1일 보수액 : 71,050원, 주차수당(만근시4일) 지급, 보험 가입(고용보험, 산재보험)",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
595,유잡스(청년일자리카페) 운영,청년을 위한 일자리카페 형식으로 청년커리어 로드맵 설계 기회제공 및 청년 일자리 맞춤형 교육지원,"상시 취업상담서비스, 직업심리검사, 정부지원 취업프로그램 연계, 취업컨설팅, VR모의면접, 취업포트폴리오 제작, 중소기업 탐방프로그램 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
596,대학일자리센터 운영 지원,대학 내 진로지도 및 취창업 지원기능 통합연계 등 원스톱 서비스 체제 구축지원을 통해 대학의 취창업 지원역량 강화 및 청년의 원활한 취업 촉진,"진로지도 프로그램운영, 컨설팅, 정보제공 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
597,지역기반 청년일자리사업,"지역 기반의 법인, 단체와 청년일자리 매칭을 통해 청년의 지역 정착 유도",인건비 및 사회보험료 보조 (참여기업이 인건비의 10퍼센트 부담),https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
598,사회적경제 청년활동가 지원사업,"사회적경제 활성화를 위해 미취업 청년을 사회적경제기업에 청년활동가로 고용하여 사회적경제기업 제품의 홍보, 마케팅, 판매, 판로개척과 사업기획, 연구개발, 운영관리 등의 업무를 통해 지역 사회적경제기업의 자립력을 강화하고 사회적경제 활성화를 도모","- 인건비 등 : 월 220만원* 12개월 1인당 총 26,400천원 지원(인건비 월 최대 180만원, 교통비 월 최대 20만원, 4대보험료 월 최대 20만원 지원)- 교육(컨설팅) 지원 10,000천원* 1식",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
599,청도 정착형 청년일자리 창출사업,"청년의 지역정착 활성화를 통한 청년 유입, 유출방지로 지역활력제고 및 지방소멸 위기 극복","관내 중소기업 신규채용 대상자에 대해 인건비 및 직무개발비, 월세지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
600,경남 장인 프로젝트,관내 상시근로자 10인 미만 소규모 제조업체 일자리 창출,"200만원 기준의 월 인건비에서 90퍼센트 지원 (기업체 10퍼센트 자부담) 근로자-교통복지, 주거정착지원금, 기타교육 지원",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
601,지자체-대학 협력 기반 지역혁신 사업,"지자체, 대학 등 다양한 주체들의 협업을 통해 지역의 혁신역량 제고",대학 통합 교육,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
602,여성새로일하기센터 운영,경력단절여성의 직업교육훈련 및 일자리 연계 등 취업지원,"취업지원, 직업교육훈련, 인턴연계, 사후관리",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
604,청년취업 역량강화 프로그램 운영,취업준비생들에게 취업에 꼭 필요한 실전 위주의 프로그램을 제공하여 목표를 행동으로 실천하여 취업 성공률 제고에 기여,"취업준비생들에게 취업 마인드 확립, 취업역량 강화, 취업 스킬 향상 등 취업에 필수적인 교육지원- 주요 강좌 : 모의면접, NCS문제풀이특강, 자기소개서 컨설팅, 퍼스널컬러진단 및 메이크업 컨설팅 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
605,북한이탈청소년 교육프로그램 지원,북한이탈청소년의 사회적응 프로그램 운영지원을 통해 건전하고 생산적인 지역사회 구성원으로의 성장을 도모,북한이탈청소년 사회적응프로그램 운영비 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
606,육해상 풍력터빈 O 기술 고급인력양성,"지역대학과 기업을 연계하여 부산 지역 신성장 동력인 풍력 O앤M 고급인력 양성, 기업 맞춤형 R앤D 지원을 통한 전문인력 취업 지원",학생 인건비 지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
607,대학 핵심역량 강화 지원사업,"대학 구조개혁평가에 대한 능동적 대처 및 취창업 프로그램, 특성화학과 재정 지원을 연계함으로써 도내 대학의 자체 역량 강화 추진",대학 특성화 및 취업률 향상 관련 사업에 보조금 지원-기대 효과:도내 대학에 우수인재를 지속적으로 유치할 조건을 형성하고 대학 역량 강화 및 대학 취업생태계 구축으로 대학-지역이 함께 발전하는 상생 구조 창출,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
608,지역항공산업 인력양성 플랫폼 구축운영,통합신공항 건설에 대비하고 항공기와 MRO 수요에 대응하여 고급정비인력 확보,"폐산업시설을 활용한 지역 항공정비 인력양성센터 구축
- 기종한정교육과정, 청소년항공 학교 등 운영",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
609,청년면접정장대여사업,청년의 장기간 취업준비로 인한 경제적 부담 경감 적극적인 구직활동 지원으로 청년일자리 창출 기여,면접정장 무료대여,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
610,항공기 기체제작 인력양성사업,항공산업에 대한 실무형 인재육성 프로그램을 개발하여 맞춤형 일자리 창출 및 실무형 인재 양성,인력양성 프로그램 참여 및 취업지원,https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
611,취·창업멘토 토크 콘서트,질 높은 취·창업 상담 행사 운영을 통한 청년의 진로탐색 지원 및 경남 청년정책 인식 제고,"청년정책 관계기관 및 학생회 등 수요자와 소통 협업을 통한 청년 친화 행사 추진 / 유명 창업가 특강, 기업체 인사담당자 초청 채용 정보 제공, 청년정책 홍보 부스 운영 등",https://www.youthcenter.go.kr/youngPlcyUnif/youngPlcyUnifList.do
