description_word,total_cnt,money,interview,edu,job,consult,cnt_money,cnt_interview,cnt_edu,cnt_job,cnt_consult
이자환급안내,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
작성실무프로젝트,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
생성,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
트레이닝,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
수습기회,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
신규기업,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
진학,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
교구,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
활동기준,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
인과,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
종료자,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
후속단계,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청년디딤돌카드,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
전문인력양성,4.0,0,0,1,1,0,0.0,0.0,4.0,1.0,0.0
디딤돌,5.0,1,0,0,1,0,3.0,0.0,0.0,2.0,0.0
부지,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
근로환경개선,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
바이오헬스,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
자립역량,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,1.0
음악,2.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
능력중심채용제도,2.0,0,1,0,1,0,0.0,2.0,0.0,2.0,0.0
학기당,2.0,1,0,1,0,0,2.0,0.0,1.0,0.0,0.0
서비스체제,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
통합정보망,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
인력매칭,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
교육훈련비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
예술창작,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
훈련정보,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
연도,5.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
역량검사,6.0,0,1,0,0,1,0.0,4.0,0.0,0.0,3.0
혁신역량,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
방송콘텐츠,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
개별상황,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
신선농산물,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
구축진로지도,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
수요부서,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기업소개활동,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
의료봉사,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
큐레이터,3.0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0
인지,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
대학교육역량,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
동계,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
과정평가형,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
양천구,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
사업자,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
마포지역,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
문화도시,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
결연,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
무역업,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
대명공연예술센터,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
잡고,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
상황속,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
수행자,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
신한카드,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
점진적,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
취직,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
이스라엘,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
고용친화기업,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
정착형,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
구청,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
성장기반,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
참여율,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
시중은행,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
인턴수당,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
개근,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
승인,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
주거환경,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
메이킹,2.0,0,1,0,0,1,0.0,1.0,0.0,0.0,2.0
문화생태계,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청년자활지원사업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
창업마을,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
대졸자,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기존사업,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
준비반,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
지하철,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
바우처,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
거래,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
소득세,5.0,0,0,0,1,0,0.0,0.0,0.0,5.0,0.0
학비마련,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
전문크리에이터,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
포괄,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
행정안전부가,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
청년취업연계,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
기피,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
영국,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
취업성공기원,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
실현,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
채용시기,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
신입생,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
청년커뮤니티,3.0,0,0,0,1,1,0.0,0.0,0.0,2.0,2.0
한시적,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
개인연습실,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
구인기업간,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
교류확대,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
운동치료,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
장학사업,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
후가공,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
모임,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
현장인턴,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
일정요건,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
매칭프로그램,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
발달,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
면담,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
고부,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
부품산업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
전북우수기업,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
현장채용,2.0,0,1,0,0,1,0.0,1.0,0.0,0.0,2.0
다자녀,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
충원,2.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
업체당,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
전장기술,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
과제교육,2.0,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0
자격증반,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
지역우수인재,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
실태조사,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
채용알선,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
개인창업실,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
지도자,8.0,1,0,1,0,0,5.0,0.0,8.0,0.0,0.0
취창업지원,2.0,0,1,0,0,1,0.0,2.0,0.0,0.0,2.0
기금운용본부,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
교수법,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
직업훈련기관,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
니트,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
아카데미미취업,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
직업가치관검사,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
우려,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
학사과정,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
화장품기업,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
페이,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
개발수준,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
전문지식,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
국제지도자,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
모집선발,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
융합과정,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
기준금리,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
일자리예스매칭,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
일반직,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
중소기업체,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
금융소비자,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
상하정장,2.0,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0
구직준비,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
실생활,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
노력,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
지원액,2.0,1,0,1,0,0,2.0,0.0,1.0,0.0,0.0
독특,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
인재육성사업,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
여파,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
소셜벤처,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
교양,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
여성일자리,2.0,0,0,0,1,1,0.0,0.0,0.0,2.0,2.0
석박사급,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
의사결정,2.0,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
현상실무형,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
문화기획자,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
송도,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
무료대여사업,3.0,1,1,0,0,0,1.0,3.0,0.0,0.0,0.0
기초복지,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
농업아카데미,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
친환경농산물,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
행정실무,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
연계지원사업,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
진로방향,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
청년부흥프로젝트,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
인턴기회제공,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
리더육성,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
재택근무,3.0,1,0,1,0,0,3.0,0.0,3.0,0.0,0.0
내역,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
이주,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
이외,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
이직률,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
취업비용,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
문화예술분야,2.0,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0
금융회사,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
유와,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
실정,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
면접회,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
업무내용,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
참여대학,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
닭갈비,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
직업선호,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
대관,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
월세지원,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
이탈리아,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
청년캠프,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
전면개편,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
경력주기,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
임대차,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
선지급,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
지역혁신,2.0,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0
교과과정,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
시도,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
창업의식,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
만남행사,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
대안,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
특화기술,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
그룹멘토링,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
활용가능,2.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
취창업카페,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
멘토스쿨,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
유비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
차원,2.0,1,0,1,0,0,1.0,0.0,2.0,0.0,0.0
통로,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
통장,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
가업승계자,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
전약,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
회계실무자,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
단기근로,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
공공업무,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
정읍청년메이커센터,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
작부체계,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
중소기업인턴,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
정규직지원금,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
도전적,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
자율주행전기차,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
구직스킬,3.0,0,0,0,1,1,0.0,0.0,0.0,1.0,2.0
임대비,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
원룸,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
대학문화예술,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
가입자,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
실업대책,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
장년층,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
사무보조,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
바리스타반,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
중소기업간,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
자체시설,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
양식,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
고향정착,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
음원,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
신흥시장,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
전장부품,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
고급정비인력,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
사회체험,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
국내기업,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
정보사회,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
원미청정구역,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
근무지,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
설문,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
사회봉사,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
용도,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
불가,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
매니저,2.0,0,0,1,1,0,0.0,0.0,1.0,2.0,0.0
온라인마케팅,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
기업지원금,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
재직청년,2.0,1,0,0,1,0,2.0,0.0,0.0,1.0,0.0
생계지원,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
해남군,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
직업의사결정,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
게임산업,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
약자,1.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0
우수정책,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
강소기술기업,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
청년인력지원,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
퍼센트포인트,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
재무설계,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
셔츠,13.0,1,1,0,0,0,1.0,13.0,0.0,0.0,0.0
불안,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
중소벤처기업부,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
지도종목,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
연구공간,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
생활체육지도자,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
개척단,2.0,1,0,0,0,1,2.0,0.0,0.0,0.0,2.0
대졸,2.0,0,0,1,0,0,0.0,0.0,2.0,0.0,0.0
참여학생,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
의무가입,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
업무보조,2.0,1,0,0,1,0,2.0,0.0,0.0,2.0,0.0
근로권익보호,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
보육교사,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
한국가스안전공사,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
임금협력형,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
스퀘어,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
해외긴급지원서비스,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
시행령,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청년소모임활동지원사업,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
제품개발,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
상수빗물펌프장,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
동아리활동,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
구급키트,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
시흥시,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
입주공간,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
지급시기,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
기업연계교육,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
간접노무비,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
진행채용면접,1.0,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0
근로의사,3.0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0
개발협력,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
팬츠,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
홈스테이비,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
경험담,1.0,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0
공급기반,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
청년고용거버넌스,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
구직자대상,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
직업관,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
과정역량강화,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
양성석,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
학위논문,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
부업대학생,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
가스,3.0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0
취업클리닉,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
선종,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
체크카드,3.0,1,0,1,0,0,3.0,0.0,1.0,0.0,0.0
대외,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
패션의류,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
상호운용성,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
취업수당,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
유통지원,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
추천채용제도,1.0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
스마트그리드,3.0,0,0,1,0,0,0.0,0.0,3.0,0.0,0.0
관리비용,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
창업카페,2.0,0,0,1,0,1,0.0,0.0,2.0,0.0,2.0
분석후,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
사업주명,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
경제점,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
항공산업분야,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
시험생산,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
적실,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
중도이탈,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
고시,3.0,1,0,0,0,0,3.0,0.0,0.0,0.0,0.0
컴퓨팅,1.0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
산학협력,9.0,0,0,1,1,0,0.0,0.0,9.0,6.0,0.0
자동차,4.0,1,0,1,0,0,1.0,0.0,3.0,0.0,0.0
관심분야,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
의무채용,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
영통구,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
본격,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
개편,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
청년취업률,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
공유회,1.0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0
선호종목,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
근로자인센티브,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
인생코스,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
프런트오피스,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
인사,2.0,0,1,0,0,1,0.0,1.0,0.0,0.0,2.0
상위,2.0,0,0,0,1,0,0.0,0.0,0.0,2.0,0.0
혁신도시,3.0,0,1,0,0,1,0.0,1.0,0.0,0.0,3.0
개발비,2.0,1,0,0,0,0,2.0,0.0,0.0,0.0,0.0
체육활동,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
실무중심,4.0,0,0,1,1,0,0.0,0.0,4.0,4.0,0.0
미국취업연수,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
종목,2.0,1,0,1,0,0,2.0,0.0,2.0,0.0,0.0
면접비용,1.0,1,1,0,0,0,1.0,1.0,0.0,0.0,0.0
노인시설,1.0,1,0,1,0,0,1.0,0.0,1.0,0.0,0.0
업무기술,1.0,0,0,1,0,1,0.0,0.0,1.0,0.0,1.0
구내식당,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
장비산업,1.0,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0
원출,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
해운대자활센터,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
여일,1.0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0
정책소개,1.0,0,0,0,1,1,0.0,0.0,0.0,1.0,1.0
종합서비스,2.0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0
농작물,3.0,0,0,1,0,1,0.0,0.0,2.0,0.0,1.0
문화일자리사업,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
사람,2.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
수익,1.0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
울산대학교,1.0,1,0,0,1,0,1.0,0.0,0.0,1.0,0.0
공급기업,1.0,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0
